Time,MOEX,LKOH,SBER,GAZP,NVTK
14.06.2019,10:49:52,274675.000000,5211.500000,241.820000,234.110000,1309.200000
14.06.2019,10:50:02,274700.000000,5211.500000,241.850000,234.110000,1309.200000
14.06.2019,10:50:11,274700.000000,5211.500000,241.770000,234.030000,1309.400000
14.06.2019,10:50:22,274725.000000,5213.000000,241.730000,234.030000,1309.400000
14.06.2019,10:50:32,274750.000000,5213.000000,241.570000,234.110000,1309.400000
14.06.2019,10:50:42,274750.000000,5213.000000,241.640000,234.110000,1309.000000
14.06.2019,10:50:52,274900.000000,5214.000000,241.650000,234.160000,1309.000000
14.06.2019,10:51:02,274800.000000,5213.500000,241.690000,234.190000,1309.000000
14.06.2019,10:51:12,274825.000000,5213.500000,241.800000,234.190000,1309.000000
14.06.2019,10:51:22,274875.000000,5215.000000,241.750000,234.190000,1310.200000
14.06.2019,10:51:32,274900.000000,5215.000000,241.880000,234.120000,1310.800000
14.06.2019,10:51:42,274900.000000,5215.000000,241.830000,234.200000,1310.800000
14.06.2019,10:51:52,274875.000000,5215.000000,241.730000,234.200000,1311.600000
14.06.2019,10:52:02,274825.000000,5215.000000,241.630000,234.120000,1311.600000
14.06.2019,10:52:12,274825.000000,5215.000000,241.670000,234.210000,1311.600000
14.06.2019,10:52:22,274825.000000,5215.000000,241.570000,234.250000,1311.600000
14.06.2019,10:52:33,274825.000000,5213.500000,241.590000,234.250000,1311.600000
14.06.2019,10:52:43,274825.000000,5212.500000,241.570000,234.250000,1311.600000
14.06.2019,10:52:52,274850.000000,5212.500000,241.640000,234.250000,1310.800000
14.06.2019,10:53:02,274800.000000,5213.000000,241.500000,234.200000,1310.800000
14.06.2019,10:53:12,274800.000000,5213.500000,241.500000,234.200000,1310.800000
14.06.2019,10:53:22,274800.000000,5212.000000,241.530000,234.230000,1310.800000
14.06.2019,10:53:32,274725.000000,5210.000000,241.520000,234.200000,1310.200000
14.06.2019,10:53:42,274725.000000,5210.000000,241.520000,234.190000,1310.200000
14.06.2019,10:53:52,274800.000000,5209.000000,241.600000,234.350000,1310.200000
14.06.2019,10:54:03,274800.000000,5209.000000,241.550000,234.380000,1310.200000
14.06.2019,10:54:12,274800.000000,5212.500000,241.530000,234.310000,1310.200000
14.06.2019,10:54:23,274850.000000,5212.500000,241.670000,234.310000,1310.200000
14.06.2019,10:54:33,274850.000000,5212.500000,241.630000,234.350000,1310.200000
14.06.2019,10:54:43,274800.000000,5214.500000,241.500000,234.300000,1310.200000
14.06.2019,10:54:53,274850.000000,5215.000000,241.590000,234.390000,1310.200000
14.06.2019,10:55:03,274900.000000,5215.000000,241.580000,234.390000,1310.200000
14.06.2019,10:55:13,274950.000000,5214.500000,241.650000,234.380000,1310.200000
14.06.2019,10:55:23,274950.000000,5214.500000,241.650000,234.380000,1310.200000
14.06.2019,10:55:33,274900.000000,5214.500000,241.610000,234.360000,1310.200000
14.06.2019,10:55:43,275025.000000,5216.500000,241.770000,234.420000,1310.200000
14.06.2019,10:55:53,274975.000000,5217.000000,241.890000,234.370000,1310.400000
14.06.2019,10:56:03,274975.000000,5214.500000,241.900000,234.370000,1310.400000
14.06.2019,10:56:13,275050.000000,5216.000000,242.050000,234.370000,1310.400000
14.06.2019,10:56:23,275250.000000,5219.500000,242.360000,234.630000,1311.800000
14.06.2019,10:56:33,275275.000000,5220.000000,242.330000,234.680000,1312.000000
14.06.2019,10:56:43,275325.000000,5222.500000,242.330000,234.690000,1312.000000
14.06.2019,10:56:53,275350.000000,5221.500000,242.400000,234.710000,1312.000000
14.06.2019,10:57:03,275375.000000,5219.500000,242.560000,234.810000,1312.000000
14.06.2019,10:57:14,275475.000000,5223.000000,242.700000,234.820000,1312.000000
14.06.2019,10:57:23,275400.000000,5221.500000,242.510000,234.730000,1311.800000
14.06.2019,10:57:33,275400.000000,5222.000000,242.600000,234.830000,1311.800000
14.06.2019,10:57:43,275350.000000,5223.500000,242.500000,234.830000,1311.800000
14.06.2019,10:57:53,275350.000000,5221.000000,242.360000,234.830000,1311.800000
14.06.2019,10:58:03,275350.000000,5221.500000,242.310000,234.710000,1311.800000
14.06.2019,10:58:13,275350.000000,5224.000000,242.340000,234.830000,1311.800000
14.06.2019,10:58:23,275350.000000,5224.000000,242.340000,234.730000,1311.800000
14.06.2019,10:58:33,275375.000000,5224.500000,242.340000,234.800000,1311.800000
14.06.2019,10:58:43,275325.000000,5222.000000,242.270000,234.700000,1311.800000
14.06.2019,10:58:54,275325.000000,5222.500000,242.360000,234.700000,1310.000000
14.06.2019,10:59:03,275250.000000,5222.500000,242.420000,234.570000,1310.000000
14.06.2019,10:59:14,275300.000000,5223.500000,242.480000,234.700000,1310.600000
14.06.2019,10:59:24,275350.000000,5223.000000,242.490000,234.580000,1311.000000
14.06.2019,10:59:34,275300.000000,5221.500000,242.430000,234.650000,1310.600000
14.06.2019,10:59:44,275325.000000,5223.500000,242.400000,234.640000,1310.600000
14.06.2019,10:59:54,275375.000000,5222.500000,242.470000,234.760000,1311.000000
