INSTRUMENT_ID;SUPERTYPE;ISIN
4701;Облигации;
11106;Облигации;RU000A0ZZ992
4702;Облигации;
4703;Облигации;
11164;Облигации;RU000A0ZZDM7
4704;Облигации;
11167;Облигации;RU000A0ZZD88
4705;Облигации;
11193;Облигации;RU000A0ZZE38
4706;Облигации;
11258;Облигации;RU000A0ZZEU8
11263;Облигации;RU000A0ZZFC3
11275;Облигации;RU000A0ZZHD7
4710;Облигации;
11292;Облигации;RU000A0ZZKS9
4711;Облигации;
11293;Облигации;RU000A0ZZKR1
4712;Облигации;
11316;Облигации;RU000A0ZZL54
4713;Облигации;
11326;Облигации;RU000A0ZZMA3
4714;Облигации;
11329;Облигации;RU000A0ZZMB1
4715;Облигации;
11389;Облигации;RU000A0ZZP19
4716;Облигации;
11387;Облигации;RU000A0ZZP35
4717;Облигации;
11390;Облигации;RU000A0ZZP27
4718;Облигации;
11408;Облигации;RU000A0ZZPE8
4719;Облигации;
4720;Облигации;
11415;Облигации;RU000A0ZZQ18
4721;Облигации;
11419;Облигации;RU000A0ZZQK3
4722;Облигации;
11452;Облигации;RU000A0ZZRU0
4723;Облигации;
11454;Облигации;RU000A0ZZSJ1
4724;Облигации;
11456;Облигации;RU000A0ZZSK9
4725;Облигации;
4726;Облигации;
11468;Облигации;RU000A0ZZTW2
11467;Облигации;RU000A0ZZTX0
4728;Облигации;
11475;Облигации;RU000A0ZZUX8
4729;Облигации;
11497;Облигации;RU000A0ZZW51
4730;Облигации;
11495;Облигации;RU000A0ZZW69
4731;Облигации;
11504;Облигации;RU000A0ZZWX4
11505;Облигации;RU000A0ZZWY2
4733;Облигации;
11608;Облигации;RU000A0ZZZ41
4734;Облигации;
4735;Облигации;
4736;Облигации;
4737;Облигации;
11627;Облигации;RU000A0ZZXN3
4738;Облигации;
11634;Облигации;RU000A0ZZY83
4739;Облигации;
11661;Облигации;RU000A1000J1
4740;Облигации;
11670;Облигации;RU000A100188
4741;Облигации;
11671;Облигации;RU000A100196
6110;Облигации;
8722;Облигации;
11668;Облигации;RU000A1001M3
8723;Облигации;
11667;Облигации;RU000A1001R2
8724;Облигации;
11688;Облигации;RU000A100295
8725;Облигации;
11734;Облигации;RU000A1003G1
8726;Облигации;
11738;Облигации;RU000A1003H9
8727;Облигации;
11765;Облигации;RU000A100444
8728;Облигации;
11766;Облигации;RU000A100451
8729;Облигации;
8730;Облигации;
11773;Облигации;RU000A1004M7
8731;Облигации;
11777;Облигации;RU000A1004P0
8732;Облигации;
11781;Облигации;RU000A1004N5
8733;Облигации;
11786;Облигации;RU000A100576
8734;Облигации;
11794;Облигации;RU000A1005K8
8735;Облигации;
11800;Облигации;RU000A100634
8736;Облигации;
11803;Облигации;RU000A1006D1
8737;Облигации;
11814;Облигации;RU000A1006R1
8738;Облигации;
11817;Облигации;RU000A1008A3
8739;Облигации;
11830;Облигации;RU000A1007B3
8740;Облигации;
11831;Облигации;RU000A1007C1
8741;Облигации;
11819;Облигации;RU000A1007D9
8742;Облигации;
8743;Облигации;
11835;Облигации;RU000A1007T5
8744;Облигации;
11871;Облигации;RU000A100923
8745;Облигации;
11870;Облигации;RU000A100931
8746;Облигации;
11886;Облигации;RU000A100A17
8747;Облигации;
11888;Облигации;RU000A100AK3
8748;Облигации;
8749;Облигации;
